S.No.,GSTIN,Supplier Name,Export Invoice Number ,Export Date ,Export Value, GSTR 2B , Taxable Value as per GSTR 2B ,Category of Input Supplies,HSN/SAC,CGST Amount,SGST Amount,IGST Amount,Cess, Eligible for ITC ,3B Month
3421,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048407,1/17/2024,10630,10630,10630, Inputs ,8536,956.7,956.7,0,, Yes ,Oct-22
3422,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048442,1/18/2024,3984,3984,3984, Inputs ,8536,358.56,358.56,0,, Yes ,Oct-22
3423,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048454,1/18/2024,400,400,400, Inputs ,8536,36,36,0,, Yes ,Oct-22
3424,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048491,1/19/2024,4600,4600,4600, Inputs ,8536,414,414,0,, Yes ,Oct-22
3425,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048532,1/20/2024,2352,2352,2352, Inputs ,8536,211.68,211.68,0,, Yes ,Oct-22
3426,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048580,1/22/2024,1913,1913,1913, Inputs ,8536,172.16,172.16,0,, Yes ,Oct-22
3427,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048636,1/24/2024,3000,3000,3000, Inputs ,8536,270,270,0,, Yes ,Oct-22
3428,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048679,1/25/2024,3984,3984,3984, Inputs ,8536,358.56,358.56,0,, Yes ,Oct-22
3429,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048708,1/27/2024,926,926,926, Inputs ,8536,83.25,83.25,0,, Yes ,Oct-22
3430,24AABCS1624G2ZS,Schneider Electric India Private Limited,1220048718,1/27/2024,1567,1567,1567, Inputs ,8536,141,141,0,, Yes ,Oct-22
3431,27AAPCS8508K1ZN,SEATRACK LOGISTICS SOLUTIONS PVT.LTD.,18-237241004897,1/10/2024,93394,93394,93394, Inputs ,441480,0,0,4669.69,, Yes ,Oct-22
3432,27AAPCS8508K1ZN,SEATRACK LOGISTICS SOLUTIONS PVT.LTD.,18-237241004898,1/10/2024,82760,82760,82760, Inputs ,441480,0,0,14896.8,, Yes ,Oct-22
3433,24BAOPR0606L1ZI,SECURE SAFETY SOLUTION,873,1/31/2024,1750,1750,1750, Inputs ,39269099,175.5,175.5,0,, Yes ,Oct-22
3434,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/199,1/19/2024,950,950,950, Inputs ,8535,85.5,85.5,0,, Yes ,Oct-22
3435,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/204,1/23/2024,6200,6200,6200, Inputs ,8535,558,558,0,, Yes ,Oct-22
3436,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/210,1/30/2024,1350,1350,1350, Inputs ,8535,121.5,121.5,0,, Yes ,Oct-22
3437,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/211,1/30/2024,1080,1080,1080, Inputs ,8535,97.2,97.2,0,, Yes ,Oct-22
3438,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/213,1/31/2024,11480,11480,11480, Inputs ,8535,1033.2,1033.2,0,, Yes ,Oct-22
3439,24AXOPM2575K1ZZ,Sharvay Enterprise,SE/24/01/215,1/31/2024,1440,1440,1440, Inputs ,8535,129.6,129.6,0,, Yes ,Oct-22
3440,24AAJCS6299R1Z9,SHEFIELD TECHNOPLAST PVT.LTD.,TI/4708/23-24,1/20/2024,235374,235374,235374, Inputs ,87089100,21183.68,21183.68,0,, Yes ,Oct-22
3441,24AAJCS6299R1Z9,SHEFIELD TECHNOPLAST PVT.LTD.,TI/4805/23-24,1/27/2024,299108,299108,299108, Inputs ,87089100,26919.69,26919.69,0,, Yes ,Oct-22
3442,24AAJCS6299R1Z9,SHEFIELD TECHNOPLAST PVT.LTD.,TI/4913/23-24,1/31/2024,101897,101897,101897, Inputs ,87089100,9170.74,9170.74,0,, Yes ,Oct-22
3443,24ACHPT9925G1Z7,SHIV ASBESTOS CO,1006,1/17/2024,11680,11680,11680, Inputs ,68139100,1051.2,1051.2,0,, Yes ,Oct-22
3444,24ACHPT9925G1Z7,SHIV ASBESTOS CO,1033,1/24/2024,35120,35120,35120, Inputs ,68139100,3160.8,3160.8,0,, Yes ,Oct-22
3445,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,1017,1/29/2024,1864,1864,1864, Inputs ,72089000,167.72,167.72,0,, Yes ,Oct-22
3446,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,938,1/9/2024,3884,3884,3884, Inputs ,72089000,349.6,349.6,0,, Yes ,Oct-22
3447,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,939,1/9/2024,2453,2453,2453, Inputs ,72089000,220.81,220.81,0,, Yes ,Oct-22
3448,24AVOPJ4816E1ZN,SHIV SHAKTI STEEL ENTERPRISE,986,1/19/2024,2875,2875,2875, Inputs ,72089000,258.72,258.72,0,, Yes ,Oct-22
3449,24ADUPM3233G1ZI,SHREE BEARING HOUSE,T/2135,1/17/2024,380,380,380, Inputs ,8483,34.2,34.2,0,, Yes ,Oct-22
3450,24ANNPV6659G1ZB,SHREE DIPESHWARI ENGINEERING,SDE2324/0161,1/24/2024,2736,2736,2736, Inputs ,40094100,246.24,246.24,0,, Yes ,Oct-22
3451,24AENFS0298B1Z1,SHREE GAYATRI ELECTRIC STORE,GECR/23-24/827,1/24/2024,21865,21865,21865, Inputs ,85472000,1967.82,1967.82,0,, Yes ,Oct-22
3452,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,372,1/25/2024,9360,9360,9360, Inputs ,44011010,561.6,561.6,0,, Yes ,Oct-22
3453,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,373,1/25/2024,14800,14800,14800, Inputs ,44011010,888,888,0,, Yes ,Oct-22
3454,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,374,1/27/2024,14750,14750,14750, Inputs ,44011010,885,885,0,, Yes ,Oct-22
3455,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,375,1/27/2024,11320,11320,11320, Inputs ,44011010,679.2,679.2,0,, Yes ,Oct-22
3456,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,376,1/27/2024,11600,11600,11600, Inputs ,44011010,696,696,0,, Yes ,Oct-22
3457,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,378,1/29/2024,12043,12043,12043, Inputs ,44011010,722.58,722.58,0,, Yes ,Oct-22
3458,24ALTPR3927K1ZF,SHREE SAHJANAND SAW MILL,382,1/31/2024,13000,13000,13000, Inputs ,44011010,780,780,0,, Yes ,Oct-22
3459,24ALTPP0512E1ZB,SHRI KRISHNA POLY PLAST,GST/23-24/125,1/3/2024,6750,6750,6750, Inputs ,84651000,607.5,607.5,0,, Yes ,Oct-22
3460,24ALTPP0512E1ZB,SHRI KRISHNA POLY PLAST,GST/23-24/128,1/5/2024,29160,29160,29160, Inputs ,84651000,2624.4,2624.4,0,, Yes ,Oct-22
3461,24AHCPC2439C1Z4,SHRI RAM GLOBAL ELECTROCHEM,275,1/27/2024,13000,13000,13000, Inputs ,38101090,1170,1170,0,, Yes ,Oct-22
3462,24AZCPP7505J1ZA,SHRINATHJI COMPUTER,832,12/7/2023,400,400,400, Inputs ,9612,36,36,0,, Yes ,Oct-22
3463,27ADGFS8222F1Z0,SPECTRA CONNECTRONICS LLP,C/0013629/23-24,1/9/2024,8600,8600,8600, Inputs ,85369090,0,0,1548,, Yes ,Oct-22
3464,27ADGFS8222F1Z0,SPECTRA CONNECTRONICS LLP,C/0013630/23-24,1/9/2024,109300,109300,109300, Inputs ,85369090,0,0,19674,, Yes ,Oct-22
3465,27ADGFS8222F1Z0,SPECTRA CONNECTRONICS LLP,C/0014063/23-24,1/18/2024,62260,62260,62260, Inputs ,85369090,0,0,11206.8,, Yes ,Oct-22
3466,24ATFPS0649M1ZB,SPOT THERMOPACK,935,1/24/2024,12302,12302,12302, Inputs ,39269099,1107.16,1107.16,0,, Yes ,Oct-22
3467,27AACPR9139D1ZK,STALLION ENTERPRISES,600939,1/18/2024,30000,30000,30000, Inputs ,29033919,0,0,5400,, Yes ,Oct-22
3468,24ABZFS3831R1Z5,STARETS INDUSTRIAL ENTERPRISES,411/23-24,1/17/2024,19818,19818,19818, Inputs ,84144030,1783.65,1783.65,0,, Yes ,Oct-22
3469,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/168,1/20/2024,126000,126000,126000, Inputs ,9801,11340,11340,0,, Yes ,Oct-22
3470,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/170,1/23/2024,31500,31500,31500, Inputs ,9801,2835,2835,0,, Yes ,Oct-22
3471,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/171,1/23/2024,63000,63000,63000, Inputs ,9801,5670,5670,0,, Yes ,Oct-22
3472,24ABKCS2754B1ZJ,STEELCITY ENGITECH PRIVATE LIMITED,SEPT/23-24/200,1/27/2024,126000,126000,126000, Inputs ,9801,11340,11340,0,, Yes ,Oct-22
3473,24ABKPA2599M1ZC,SUN ELECTRICALS,S/451/23-24,1/27/2024,16200,16200,16200, Inputs ,38101010,1458,1458,0,, Yes ,Oct-22
3474,24ABKPA2599M1ZC,SUN ELECTRICALS,S/452/23-24,1/27/2024,61500,61500,61500, Inputs ,38101010,5535,5535,0,, Yes ,Oct-22
3475,24AGEPM0165A2Z2,SUN STATIONERY & SAFETY,23-24/VDR-0103,1/19/2024,8250,8250,8250, Inputs ,4817,495,495,0,, Yes ,Oct-22
3476,24AGEPM0165A2Z2,SUN STATIONERY & SAFETY,23-24/VDR-0134,1/29/2024,3770,3770,3770, Inputs ,4817,339.3,339.3,0,, Yes ,Oct-22
3477,24AGEPM0165A2Z2,SUN STATIONERY & SAFETY,23-24/VDR-0142,1/30/2024,3500,3500,3500, Inputs ,4817,315,315,0,, Yes ,Oct-22
3478,24AGEPM0165A2Z2,SUN STATIONERY & SAFETY,23-24/VDR-0150,1/31/2024,850,850,850, Inputs ,4817,76.5,76.5,0,, Yes ,Oct-22
3479,27ACHFS2949B1Z3,SUPRABHAT ENTERPRISES,818,1/25/2024,5600,5600,5600, Inputs ,85471010,0,0,1008,, Yes ,Oct-22
3480,24AAACT7751N1ZY,TASHKENT OIL COMPANY PRIVATE LIMITED,2538,1/12/2024,20370,0,0, Inputs ,27101990,1833,1833,0,, Yes ,Oct-22
3481,27AAECG7568A1ZL,TAURAL INDIA PRIVATE LIMITED,142403139,1/12/2024,1275092,1275092,1275092, Inputs ,76169910,0,0,229516.56,, Yes ,Oct-22
3482,27AAECG7568A1ZL,TAURAL INDIA PRIVATE LIMITED,142403333,1/29/2024,194768,194768,194768, Inputs ,76169910,0,0,35058.24,, Yes ,Oct-22
3483,27AAECG7568A1ZL,TAURAL INDIA PRIVATE LIMITED,142403334,1/29/2024,228000,228000,228000, Inputs ,76169910,0,0,41040,, Yes ,Oct-22
3484,24AADCT0663J1ZE,TCI EXPRESS LIMITED,1242721267,1/31/2024,148569,148569,148569, Inputs ,440262,13371.21,13371.21,0,, Yes ,Oct-22
3485,24AADCT0663J1ZE,TCI EXPRESS LIMITED,1242722981,1/31/2024,29860,29860,29860, Inputs ,440262,2687.4,2687.4,0,, Yes ,Oct-22
3486,24ABLPA2002L1Z7,TECHNO PACK,331,1/30/2024,20400,20400,20400, Inputs ,4807,1836,1836,0,, Yes ,Oct-22
3487,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102875,1/29/2024,13657,13657,13657, Inputs ,85441920,0,0,2458.31,, Yes ,Oct-22
3488,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102894,1/30/2024,192713,192713,192713, Inputs ,85441920,0,0,34688.39,, Yes ,Oct-22
3489,08AACCT1693F1ZA,THE WIPE HOTWIRE INDIA THERMAL EQUIPMENTS PRIVATE LIMITED,DM23/102895,1/30/2024,788791,788791,788791, Inputs ,85441920,0,0,141982.35,, Yes ,Oct-22
3490,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,96,1/26/2024,155948,155948,155948, Inputs ,8504,14035,14035,0,, Yes ,Oct-22
3491,24AAUFT1620R1ZK,TIRUPATI ELECTRICAL STAMPING,98,1/29/2024,173275,173275,173275, Inputs ,8504,15595,15595,0,, Yes ,Oct-22
3492,27AACCT5509Q1ZS,TNL LOGISTICS PVT LTD.,118-237421003786,1/8/2024,382517,382517,382517, Inputs ,440262,0,0,19125.83,, Yes ,Oct-22
3493,27AACCT5509Q1ZS,TNL LOGISTICS PVT LTD.,118-237421003786,1/8/2024,263824,382517,382517, Inputs ,440262,0,0,47488.28,, Yes ,Oct-22
3494,27AACCT5509Q1ZS,TNL LOGISTICS PVT LTD.,118-237421003787,1/8/2024,382517,382517,382517, Inputs ,440262,0,0,19125.83,, Yes ,Oct-22
3495,27AACCT5509Q1ZS,TNL LOGISTICS PVT LTD.,118-237421003787,1/8/2024,263824,382517,382517, Inputs ,440262,0,0,47488.28,, Yes ,Oct-22
3496,33AAACT6768M1ZU,TVS SENSING SOLUTIONS PRIVATE LIMITED,51023004591,1/31/2024,194580,194580,194580, Input Services ,998713,0,0,35024.4,, Yes ,Oct-22
3497,29AAACU2468F1Z8,UL INDIA PRIVATE LIMITED,11040080304,1/31/2024,208252,208252,208252, Inputs ,440249,0,0,37485.32,, Yes ,Oct-22
3498,24AIQPP0065L1ZX,ULKA TRADING,UT205/23-24,1/17/2024,3600,3600,3600, Inputs ,73160090,324,324,0,, Yes ,Oct-22
3499,24AIQPP0065L1ZX,ULKA TRADING,UT206/23-24,1/17/2024,500,500,500, Inputs ,73160090,45,45,0,, Yes ,Oct-22
3500,24AIQPP0065L1ZX,ULKA TRADING,UT210/23-24,1/23/2024,900,900,900, Inputs ,73160090,81,81,0,, Yes ,Oct-22
3501,24AIQPP0065L1ZX,ULKA TRADING,UT211/23-24,1/24/2024,900,900,900, Inputs ,73160090,81,81,0,, Yes ,Oct-22
3502,24AERPP4078E1Z7,UNIQUE INDUSTRIES,UI/23-24/1141,1/31/2024,12112,12112,12112, Inputs ,84771000,1090.04,1090.04,0,, Yes ,Oct-22
3503,24BVIPP1385D2ZL,UNIQUE LASER WORKS,1022,1/31/2024,4800,4800,4800, Input Services ,9988,432,432,0,, Yes ,Oct-22
3504,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,4657/UR/23-24,1/6/2024,71000,71000,71000, Inputs ,39206220,0,0,12780,, Yes ,Oct-22
3505,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,4771/UR/23-24,1/12/2024,37100,37100,37100, Inputs ,39206220,0,0,6678,, Yes ,Oct-22
3506,07AACCU5340C1ZP,UR UDYOG PRIVATE LIMITED,4885/UR/23-24,1/18/2024,13000,13000,13000, Inputs ,39206220,0,0,2340,, Yes ,Oct-22
3507,24AAPPV0017M1ZF,VARDHMAN ELECTRO SERVICES,VES-823/23-24,1/25/2024,12800,12800,12800, Inputs ,440245,1152,1152,0,, Yes ,Oct-22
3508,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,77/23-24,1/18/2024,500,500,500, Inputs ,3917,45,45,0,, Yes ,Oct-22
3509,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,78/23-24,1/18/2024,508,508,508, Inputs ,3917,45.72,45.72,0,, Yes ,Oct-22
3510,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,82/23-24,1/25/2024,14306,14306,14306, Inputs ,3917,1287.58,1287.58,0,, Yes ,Oct-22
3511,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,85/23-24,1/25/2024,7818,7818,7818, Inputs ,3917,703.58,703.58,0,, Yes ,Oct-22
3512,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,88/23-24,1/27/2024,6864,6864,6864, Inputs ,3917,617.72,617.72,0,, Yes ,Oct-22
3513,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,96/23-24,1/30/2024,12005,12005,12005, Inputs ,3917,1080.41,1080.41,0,, Yes ,Oct-22
3514,24AAPFV2990K1ZI,VARIEGATE INDUSTRIES LLP,99/23-24,1/31/2024,294,294,294, Inputs ,3917,26.46,26.46,0,, Yes ,Oct-22
3515,24AAACV7096A1ZH,VENINE MACHINES PVT. LTD.,V138/23-24,1/10/2024,17800,17800,17800, Inputs ,74199930,1602,1602,0,, Yes ,Oct-22
3516,24AAACV7096A1ZH,VENINE MACHINES PVT. LTD.,V148/23-24,1/30/2024,28305,28305,28305, Inputs ,74199930,2547.45,2547.45,0,, Yes ,Oct-22
3517,27AAAFV1339H1Z9,VIBGYOR INDIA CO,23/24/0542,1/19/2024,8036,8036,8036, Inputs ,73181110,0,0,1446.48,, Yes ,Oct-22
3518,24AAACV9327L1Z0,VIDYA WIRES PVT. LTD.,D-2324-6275,1/31/2024,2458498,2458498,2458498, Inputs ,73121090,221264.84,221264.84,0,, Yes ,Oct-22
3519,27AAECV6436E1Z9,VIKARSH NANO TECHNOLOGY AND ALLOYS PRIVATE LIMITED,2612/23-24,1/31/2024,320896,320896,320896, Inputs ,85049010,0,0,57761.28,, Yes ,Oct-22
3520,27AAECV6436E1Z9,VIKARSH NANO TECHNOLOGY AND ALLOYS PRIVATE LIMITED,2613/23-24,1/31/2024,41632,41632,41632, Inputs ,85049010,0,0,7493.76,, Yes ,Oct-22
3521,24CIZPS9253E1ZI,VINAYAK ENTERPRISE,V-291,1/24/2024,24000,24000,24000, Inputs ,2815,2160,2160,0,, Yes ,Oct-22
3522,24CIZPS9253E1ZI,VINAYAK ENTERPRISE,V-292,1/24/2024,24000,24000,24000, Inputs ,2815,2160,2160,0,, Yes ,Oct-22
3523,24AAHCV0985B1ZG,VNS METALS PRIVATE LIMITED,VNS/372,1/27/2024,251758,251758,251758, Inputs ,8504,22658,22658,0,, Yes ,Oct-22
3524,27AAACW3666K1ZX,WILSON SANDHU LOGISTICS (INDIA) LIMITED,MH/399/2023-24,1/16/2024,6187,6187,6187, Inputs ,440225,0,0,309.35,, Yes ,Oct-22
3525,27AAACW3666K1ZX,WILSON SANDHU LOGISTICS (INDIA) LIMITED,MH/399/2023-24,1/16/2024,80228,6187,6187, Inputs ,440225,0,0,14441.04,, Yes ,Oct-22
3526,24ACXPP4833B1ZG,ZEAL ENGINEERS,ZEGT-128/23-24,1/23/2024,291312,291312,291312, Inputs ,72082510,26218.08,26218.08,0,, Yes ,Oct-22
3527,24BAMPT8718H1Z6,ZENFIN ENGINEERING,T-479,1/27/2024,20800,20800,20800, Inputs ,82076090,1872,1872,0,, Yes ,Oct-22
3528,27ADVPN7223Q1ZJ,JAICO ELECTRO WORKS,237,1/31/2024,59100,59100,59100, Inputs ,8538,0,0,10638,, Yes ,Oct-22
3529,27ADVPN7223Q1ZJ,JAICO ELECTRO WORKS,217,12/30/2023,47580,47580,47580, Inputs ,8538,0,0,8564.4,, Yes ,Oct-22
3530,27ADVPN7223Q1ZJ,JAICO ELECTRO WORKS,229,1/16/2024,47540,47540,47540, Inputs ,8538,0,0,8557.2,, Yes ,Oct-22
3531,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,61,1/1/2024,-3150,2153557,2153557, Input Services ,998519,-283.87,-283.87,0,, Yes ,Oct-22
3532,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,62,1/1/2024,-4248,2686432,2686432, Input Services ,998519,-382.32,-382.32,0,, Yes ,Oct-22
3533,24AALCR1646K1Z5,RLA CORPORATE SERVICES PRIVATE LIMITED,63,1/1/2024,-378,267305,267305, Input Services ,998519,-34.02,-34.02,0,, Yes ,Oct-22
3534,24BYNPP2593M1ZO,AKSHARDEEP INC,150,1/19/2024,-19443,19443,19443, Input Services ,998873,-1847.05,-1847.05,0,, Yes ,Oct-22
3535,Import,Import,9236107,12/15/2023,7606010,#N/A,#N/A, Inputs ,72269990,0,0,1369082,, Yes ,Oct-22
3536,Import,Import,9853812,1/27/2024,2030351,#N/A,#N/A, Inputs ,85389000,0,0,365463,, Yes ,Oct-22
3537,Import,Import,9975809,2/4/2024,4749478,#N/A,#N/A, Inputs ,72269990,0,0,854906,, Yes ,Oct-22
3538,Import,Import,2315833,2/26/2024,2347118,#N/A,#N/A, Inputs ,85049090,0,0,422481,, Yes ,Oct-22
3539,Import,Import,10167,2/28/2024,169617,#N/A,#N/A, Inputs ,84799090,0,0,33050,, Yes ,Oct-22
3540,24AACFZ1130G1ZM,3VS LASER CUTTING,1311,1/3/2024,30394,30394,30394, Inputs ,7215,2735.46,2735.46,0,, Yes ,Oct-22
3541,24AACFZ1130G1ZM,3VS LASER CUTTING,1314,1/4/2024,11970,11970,11970, Inputs ,7215,1077.26,1077.26,0,, Yes ,Oct-22
3542,24AACFZ1130G1ZM,3VS LASER CUTTING,1315,1/4/2024,14916,14916,14916, Inputs ,7215,1342.46,1342.46,0,, Yes ,Oct-22
3543,24AACFZ1130G1ZM,3VS LASER CUTTING,1316,1/4/2024,11318,11318,11318, Inputs ,7215,1018.58,1018.58,0,, Yes ,Oct-22
3544,24AACFZ1130G1ZM,3VS LASER CUTTING,1317,1/4/2024,22492,22492,22492, Inputs ,7215,2024.24,2024.24,0,, Yes ,Oct-22
3545,24AACFZ1130G1ZM,3VS LASER CUTTING,1318,1/4/2024,9468,9468,9468, Inputs ,7215,852.09,852.09,0,, Yes ,Oct-22
3546,24AACFZ1130G1ZM,3VS LASER CUTTING,1327,1/6/2024,33249,33249,33249, Inputs ,7215,2992.39,2992.39,0,, Yes ,Oct-22
3547,24AACFZ1130G1ZM,3VS LASER CUTTING,1328,1/6/2024,30420,30420,30420, Inputs ,7215,2737.8,2737.8,0,, Yes ,Oct-22
3548,24AACFZ1130G1ZM,3VS LASER CUTTING,1329,1/8/2024,60500,60500,60500, Inputs ,7215,5445,5445,0,, Yes ,Oct-22
3549,24AACFZ1130G1ZM,3VS LASER CUTTING,1332,1/8/2024,37350,37350,37350, Inputs ,7215,3361.53,3361.53,0,, Yes ,Oct-22
3550,24AACFZ1130G1ZM,3VS LASER CUTTING,1362,1/25/2024,8352,8352,8352, Inputs ,7215,751.68,751.68,0,, Yes ,Oct-22
3551,24DDMPP3594J1ZX,A K Enterprise,39,1/3/2024,2560,2560,2560, Input Services ,998898,153.6,153.6,0,, Yes ,Oct-22
3552,24DDMPP3594J1ZX,A K Enterprise,40,1/8/2024,31400,31400,31400, Input Services ,998898,2826,2826,0,, Yes ,Oct-22
3553,24DDMPP3594J1ZX,A K Enterprise,42,1/19/2024,6660,6660,6660, Input Services ,998898,599.4,599.4,0,, Yes ,Oct-22
3554,24AMXPP4579J1Z3,AARTI INDUSTRIES,531,1/20/2024,13000,13000,13000, Inputs ,44013900,780,780,0,, Yes ,Oct-22
3555,24AMXPP4579J1Z3,AARTI INDUSTRIES,503,1/8/2024,750,750,750, Inputs ,44013900,45,45,0,, Yes ,Oct-22
3556,24AMXPP4579J1Z3,AARTI INDUSTRIES,516,1/12/2024,9000,9000,9000, Inputs ,44013900,540,540,0,, Yes ,Oct-22
3557,24AMXPP4579J1Z3,AARTI INDUSTRIES,520,1/13/2024,3660,3660,3660, Inputs ,44013900,219.6,219.6,0,, Yes ,Oct-22
3558,24AMXPP4579J1Z3,AARTI INDUSTRIES,529,1/19/2024,9950,9950,9950, Inputs ,44013900,597,597,0,, Yes ,Oct-22
3559,24AMXPP4579J1Z3,AARTI INDUSTRIES,539,1/24/2024,4975,4975,4975, Inputs ,44013900,298.5,298.5,0,, Yes ,Oct-22
3560,24AMXPP4579J1Z3,AARTI INDUSTRIES,540,1/25/2024,4975,4975,4975, Inputs ,44013900,298.5,298.5,0,, Yes ,Oct-22
3561,24ABXFA5359C1Z9,ABHYUDAY POWER COMPONENTS,2324/064,1/1/2024,5849316,5849316,5849316, Inputs ,85049010,526438.44,526438.44,0,, Yes ,Oct-22
3562,24ABXFA5359C1Z9,ABHYUDAY POWER COMPONENTS,2324/065,1/16/2024,2977524,2977524,2977524, Inputs ,85049010,267977.16,267977.16,0,, Yes ,Oct-22
3563,24ADPPT4320E1ZM,ACCURATE INDUSTRIAL PRODUCTS,AIP/1436,1/3/2024,19471,19471,19471, Inputs ,39206220,1752.35,1752.35,0,, Yes ,Oct-22
3564,24ADPPT4320E1ZM,ACCURATE INDUSTRIAL PRODUCTS,AIP/1457,1/6/2024,144308,144308,144308, Inputs ,39206220,12987.73,12987.73,0,, Yes ,Oct-22
3565,24ADPPT4320E1ZM,ACCURATE INDUSTRIAL PRODUCTS,AIP/1487,1/12/2024,3582,3582,3582, Inputs ,39206220,322.38,322.38,0,, Yes ,Oct-22
3566,24ADPPT4320E1ZM,ACCURATE INDUSTRIAL PRODUCTS,AIP/1528,1/25/2024,136904,136904,136904, Inputs ,39206220,12321.35,12321.35,0,, Yes ,Oct-22
3567,24ADPPT4320E1ZM,ACCURATE INDUSTRIAL PRODUCTS,AIP/1532,1/27/2024,283878,283878,283878, Inputs ,39206220,25549.01,25549.01,0,, Yes ,Oct-22
3568,24AHDPD0522A1ZI,ACHYUT ABRASIVES,281/23-24,1/6/2024,46810,46810,46810, Inputs ,72091590,4212.9,4212.9,0,, Yes ,Oct-22
3569,24ADBPP0092R1Z8,ACME ELECTRONICS,359/23-24,1/11/2024,2440,2440,2440, Inputs ,84798100,219.6,219.6,0,, Yes ,Oct-22
3570,24AACFA8326K1ZI,ADI CONTROLS,738,1/19/2024,1950,1950,1950, Inputs ,90261010,175.5,175.5,0,, Yes ,Oct-22
3571,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,613,1/2/2024,16800,16800,16800, Inputs ,84484910,1512,1512,0,, Yes ,Oct-22
3572,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,638,1/11/2024,9600,9600,9600, Inputs ,84484910,864,864,0,, Yes ,Oct-22
3573,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,647,1/13/2024,8256,8256,8256, Inputs ,84484910,743.04,743.04,0,, Yes ,Oct-22
3574,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,662,1/21/2024,33632,33632,33632, Inputs ,84484910,3026.88,3026.88,0,, Yes ,Oct-22
3575,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,LI/23-24/17,1/11/2024,2900,2900,2900, Inputs ,84484910,261,261,0,, Yes ,Oct-22
3576,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,LI/23-24/18,1/12/2024,2850,2850,2850, Inputs ,84484910,256.5,256.5,0,, Yes ,Oct-22
3577,24AOJPK2698M1ZC,AIMS TECHNOLOGIES,LI/23-24/19,1/13/2024,2750,2750,2750, Inputs ,84484910,247.5,247.5,0,, Yes ,Oct-22
3578,24AZPPB7338G1ZB,AIR CONTROL INDIA,3506,1/4/2024,470,470,470, Inputs ,74153910,42.3,42.3,0,, Yes ,Oct-22
3579,24BYNPP2593M1ZO,AKSHARDEEP INC,122,1/2/2024,3191,3191,3191, Input Services ,998873,287.15,287.15,0,, Yes ,Oct-22
3580,24BYNPP2593M1ZO,AKSHARDEEP INC,123,1/2/2024,4968,4968,4968, Input Services ,998873,447.13,447.13,0,, Yes ,Oct-22
3581,24BYNPP2593M1ZO,AKSHARDEEP INC,124,1/4/2024,18539,18539,18539, Input Services ,998873,1668.51,1668.51,0,, Yes ,Oct-22
